filepath,filename,gray_value
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.845.bmp,2.845.bmp,87.06293706293707
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.846.bmp,2.846.bmp,86.97202797202797
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.847.bmp,2.847.bmp,87.06293706293707
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.849.bmp,2.849.bmp,87.13986013986013
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.85.bmp,2.85.bmp,87.41258741258741
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.851.bmp,2.851.bmp,87.43356643356644
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.852.bmp,2.852.bmp,88.13286713286713
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.853.bmp,2.853.bmp,87.97202797202797
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.854.bmp,2.854.bmp,88.5034965034965
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.856.bmp,2.856.bmp,88.26573426573427
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.857.bmp,2.857.bmp,88.9020979020979
E:\ftkpic\layerscan\2025-04-16\10-56-11\2.858.bmp,2.858.bmp,89.14685314685315
